Phase,164.57525318055485
QGesamt2,2.141208428210033
Qpulse1,2.447234330469644
maxRest2,6.866202318748879
QGesamt1,2.141630873256258
QGesamt3,2.142971329612693
Qrest2,2.068949992229878
QGesamt4,2.1425489519623127
maxPulse2,9.699406724150863
maxRest3,6.9372558570488
Qpulse2,2.443493850289298
MWpulse3,0.00042545363874200987
MWpulse1,0.00042535446943509395
MWpulse4,-9.144282660795415e-18
maxRest4,6.8684279828544454
maxPulse3,9.742921062668191
Qpulse3,2.4484277393150586
Qrest3,2.0698992415705093
Amplitude,205.35844797873432
Qrest4,2.0703364408330733
Qpulse4,2.4446871592750257
maxPulse1,9.741942171094372
maxPulse4,9.70037569879399
Qrest1,2.0685127038772024
MWpulse2,6.2103100439969695e-18
maxRest1,6.908737765692387
