x,mode1,mode2
0,0,0
0.0505050505050505,0.004509612100182206,0.009014683403239857
0.101010101010101,0.009014683403243195,0.01799306785809099
0.1515151515151515,0.01351067768425904,0.02689900057921897
0.202020202020202,0.01799306785809769,0.0356966205188486
0.2525252525252525,0.02245734053781098,0.04435050276654882
0.303030303030303,0.02689900057922933,0.05282580119284214
0.3535353535353535,0.0313135756071951,0.06108838876226862
0.404040404040404,0.03569662051886281,0.06910499495091574
0.4545454545454545,0.04004372195954085,0.0768433397150729
0.5050505050505051,0.04435050276656593,0.0842722634715755
0.5555555555555556,0.04861262637673672,0.09136185256644828
0.6060606060606061,0.05282580119286167,0.09808355972663277
0.6565656565656566,0.05698578490503693,0.1044103190097793
0.7070707070707071,0.06108838876229082,0.1103166547892444
0.7575757575757576,0.06512948179030173,0.1157787843354489
0.8080808080808081,0.06910499495094025,0.1207747135805358
0.8585858585858586,0.07301092523944198,0.1252843256807155
0.9090909090909091,0.07684333971509898,0.129289462019701
0.9595959595959596,0.08059837946139407,0.1327739953270431
1.01010101010101,0.08427226347160362,0.135723894616958
1.060606060606061,0.08786129245595135,0.1381272816861539
1.111111111111111,0.09136185256647845,0.1399744789431628
1.161616161616162,0.0947704190358834,0.1412580483765868
1.212121212121212,0.09808355972666349,0.1419728215053464
1.262626262626263,0.1012979385869863,0.1421159201903264
1.313131313131313,0.1044103190098103,0.1416867682236276
1.363636363636364,0.1074175670918743,0.1406870936487549
1.414141414141414,0.110316654789274,0.1391209218023909
1.464646464646465,0.1131046629664439,0.1369945591057917
1.515151515151515,0.1157787843354771,0.1343165676710485
1.565656565656566,0.1183363262828321,0.1310977308244897
1.616161616161616,0.1207747135805606,0.1273510096860275
1.666666666666667,0.1230914909793476,0.1230914909793048
1.717171717171717,0.1252843256807372,0.1183363262827836
1.767676767676768,0.1273510096860642,0.1131046629663907
1.818181818181818,0.1292894620197201,0.1074175670918174
1.868686868686869,0.1310977308245213,0.1012979385869264
1.919191919191919,0.132773995327061,0.0947704190358223
1.96969696969697,0.134316567671076,0.08786129245588967
2.02020202020202,0.1357238946169748,0.08059837946133262
2.07070707070707,0.1369945591058167,0.0730109252393807
2.121212121212121,0.1381272816861697,0.0651294817902406
2.171717171717172,0.1391209218024131,0.05698578490497581
2.222222222222222,0.139974478943177,0.04861262637667634
2.272727272727272,0.1406870936487737,0.04004372195948215
2.323232323232323,0.1412580483765999,0.03131357560713849
2.373737373737374,0.1416867682236436,0.02245734053775612
2.424242424242424,0.1419728215053587,0.01351067768420684
2.474747474747475,0.1421159201903385,0.004509612100133141
2.525252525252525,0.1421159201903382,-0.004509612100228479
2.575757575757576,0.1419728215053565,-0.01351067768430173
2.626262626262626,0.1416867682236405,-0.02245734053785022
2.676767676767677,0.1412580483765954,-0.03131357560723058
2.727272727272727,0.1406870936487665,-0.04004372195957245
2.777777777777778,0.1399744789431683,-0.04861262637676506
2.828282828282828,0.1391209218024027,-0.05698578490506209
2.878787878787879,0.1381272816861578,-0.06512948179032402
2.929292929292929,0.1369945591058039,-0.07301092523946179
2.97979797979798,0.1357238946169611,-0.08059837946141055
3.03030303030303,0.1343165676710608,-0.08786129245596429
3.080808080808081,0.1327739953270431,-0.0947704190358938
3.131313131313131,0.1310977308245015,-0.1012979385869952
3.181818181818182,0.1292894620196982,-0.1074175670918833
3.232323232323232,0.1273510096860397,-0.1131046629664538
3.282828282828283,0.1252843256807097,-0.1183363262828443
3.333333333333333,0.1230914909793168,-0.1230914909793625
3.383838383838384,0.1207747135805269,-0.1273510096860818
3.434343434343434,0.1183363262827949,-0.1310977308245397
3.484848484848485,0.1157787843354374,-0.1343165676710945
3.535353535353535,0.1131046629664016,-0.1369945591058332
3.585858585858586,0.1103166547892308,-0.1391209218024298
3.636363636363636,0.1074175670918295,-0.1406870936487902
3.686868686868687,0.104410319009765,-0.1416867682236604
3.737373737373737,0.1012979385869412,-0.1421159201903567
3.787878787878788,0.09808355972661856,-0.1419728215053741
3.838383838383838,0.09477041903583845,-0.1412580483766117
3.888888888888889,0.09136185256643346,-0.1399744789431853
3.939393939393939,0.08786129245590751,-0.1381272816861751
3.98989898989899,0.0842722634715618,-0.1357238946169784
4.040404040404041,0.08059837946135411,-0.1327739953270621
4.090909090909091,0.07684333971506074,-0.1292894620197182
4.141414141414141,0.07301092523940497,-0.125284325680731
4.191919191919192,0.06910499495090432,-0.1207747135805502
4.242424242424242,0.06512948179026698,-0.115778784335463
4.292929292929293,0.06108838876225747,-0.1103166547892575
4.343434343434343,0.05698578490500542,-0.1044103190097918
4.393939393939394,0.05282580119283228,-0.0980835597266452
4.444444444444445,0.04861262637670986,-0.09136185256646003
4.494949494949495,0.04435050276654211,-0.08427226347158617
4.545454545454545,0.04004372195951972,-0.07684333971508238
4.595959595959596,0.03569662051884488,-0.06910499495092408
4.646464646464646,0.03131357560718044,-0.06108838876227509
4.696969696969697,0.02689900057921695,-0.05282580119284674
4.747474747474747,0.02245734053780055,-0.04435050276655247
4.797979797979798,0.01799306785809058,-0.03569662051885182
4.848484848484849,0.01351067768425419,-0.02689900057922173
4.898989898989899,0.009014683403240693,-0.01799306785809338
4.94949494949495,0.004509612100181315,-0.009014683403241172
5,0,0
