Qrest2,1.560487704472262
maxRest4,6.370639057368091
maxRest1,5.869971567210096
Phase,328.1203874772791
Qpulse1,8.463551931321451
Qrest4,1.943958591037977
Qpulse4,9.299944660536177
Qrest1,1.5604222721864953
MWpulse2,3.805481436608241e-18
maxRest2,5.855681421183859
Qpulse2,8.463433406889635
QGesamt3,4.2813114280995785
maxPulse2,16.95044758922058
QGesamt1,3.863309011343001
maxRest3,6.118117203216505
maxPulse4,22.16986685638946
Amplitude,241.65497003530575
QGesamt4,4.281656259792282
MWpulse4,0.0
MWpulse3,-0.00017761059300573027
QGesamt2,3.863283801209119
Qrest3,1.9438774520125692
Qpulse3,9.29912183841355
maxPulse3,22.15210579708889
maxPulse1,16.936157443194343
MWpulse1,-0.00014290146026237215
