0.0,-0.0009245313
4e-11,-0.0009199844
8e-11,-0.0009124062
1.2e-10,-0.0009002812
1.6e-10,-0.0008836094
2e-10,-0.0008623906
2.4e-10,-0.0008381406
2.8e-10,-0.0008078282
3.2e-10,-0.000776
3.6e-10,-0.0007381094
4e-10,-0.0006987031
4.4e-10,-0.0006562656
4.8e-10,-0.0006107969
5.2e-10,-0.0005622969
5.6e-10,-0.0005137969
6e-10,-0.0004652969
6.4e-10,-0.0004152812
6.8e-10,-0.0003652656
7.2e-10,-0.0003167656
7.6e-10,-0.0002682656
8e-10,-0.0002227969
8.4e-10,-0.0001803594
8.8e-10,-0.0001409531
9.2e-10,-0.0001060938
9.6e-10,-7.42656e-05
1e-09,-4.69844e-05
1.04e-09,-2.57656e-05
1.08e-09,-9.0938e-06
1.12e-09,0.0
1.16e-09,1.5156e-06
1.2e-09,-1.5156e-06
1.24e-09,-1.06094e-05
1.28e-09,-2.72813e-05
1.32e-09,-4.85e-05
1.36e-09,-7.42656e-05
1.4e-09,-0.0001060938
1.44e-09,-0.0001424688
1.48e-09,-0.000181875
1.52e-09,-0.0002273438
1.56e-09,-0.0002743281
1.6e-09,-0.0003258594
1.64e-09,-0.0003789063
1.68e-09,-0.0004334688
1.72e-09,-0.0004895469
1.76e-09,-0.0005471406
1.8e-09,-0.0006047344
1.84e-09,-0.0006623282
1.88e-09,-0.0007199219
1.92e-09,-0.000776
1.96e-09,-0.0008290469
2e-09,-0.0008790625
2.04e-09,-0.0009275625
2.08e-09,-0.0009715156
2.12e-09,-0.001014
2.16e-09,-0.0010518
2.2e-09,-0.0010852
2.24e-09,-0.0011155
2.28e-09,-0.0011413
2.32e-09,-0.0011625
2.36e-09,-0.0011807
2.4e-09,-0.0011943
2.44e-09,-0.0012034
2.48e-09,-0.001208
2.52e-09,-0.0012095
2.56e-09,-0.0012064
2.6e-09,-0.0012004
2.64e-09,-0.0011913
2.68e-09,-0.0011792
2.72e-09,-0.001164
2.76e-09,-0.0011428
2.8e-09,-0.0011216
2.84e-09,-0.0010973
2.88e-09,-0.0010731
2.92e-09,-0.0010473
2.96e-09,-0.0010215
3e-09,-0.0009957657
3.04e-09,-0.00097
3.08e-09,-0.00094575
3.12e-09,-0.0009215
3.16e-09,-0.00089725
3.2e-09,-0.0008760312
3.24e-09,-0.0008563281
3.28e-09,-0.0008381406
3.32e-09,-0.0008214688
3.36e-09,-0.0008078282
3.4e-09,-0.0007972188
3.44e-09,-0.0007866094
3.48e-09,-0.0007805469
3.52e-09,-0.000776
3.56e-09,-0.0007729687
3.6e-09,-0.0007714531
3.64e-09,-0.0007729687
3.68e-09,-0.0007744844
3.72e-09,-0.0007790313
3.76e-09,-0.0007835781
3.8e-09,-0.000788125
3.84e-09,-0.0007941875
3.88e-09,-0.00080025
3.92e-09,-0.0008047969
3.96e-09,-0.0008093438
4e-09,-0.000812375
4.04e-09,-0.0008154063
4.08e-09,-0.0008154063
4.12e-09,-0.0008154063
4.16e-09,-0.0008108594
4.2e-09,-0.0008063125
4.24e-09,-0.0007987344
4.28e-09,-0.000788125
4.32e-09,-0.000776
4.36e-09,-0.0007608437
4.4e-09,-0.0007426562
4.44e-09,-0.0007229531
4.48e-09,-0.0007017344
4.52e-09,-0.000679
4.56e-09,-0.0006562656
4.6e-09,-0.0006305
4.64e-09,-0.0006047344
4.68e-09,-0.0005789687
4.72e-09,-0.0005532031
4.76e-09,-0.0005289532
4.8e-09,-0.0005047031
4.84e-09,-0.0004804531
4.88e-09,-0.00046075
4.92e-09,-0.0004410469
4.96e-09,-0.000424375
5e-09,-0.0004107344
5.04e-09,-0.000400125
5.08e-09,-0.0003910313
5.12e-09,-0.000388
5.16e-09,-0.0003864844
5.2e-09,-0.0003895156
5.24e-09,-0.0003955781
5.28e-09,-0.0004046719
5.32e-09,-0.0004167969
5.36e-09,-0.0004334688
5.4e-09,-0.0004516563
5.44e-09,-0.000472875
5.48e-09,-0.0004956094
5.52e-09,-0.0005198594
5.56e-09,-0.000545625
5.6e-09,-0.0005729063
5.64e-09,-0.0006001875
5.68e-09,-0.0006274687
5.72e-09,-0.00065475
5.76e-09,-0.0006820313
5.8e-09,-0.0007077969
5.84e-09,-0.0007320469
5.88e-09,-0.0007547812
5.92e-09,-0.000776
5.96e-09,-0.0007957031
6e-09,-0.000812375
6.04e-09,-0.0008275313
6.08e-09,-0.0008411719
6.12e-09,-0.0008502656
6.16e-09,-0.0008578438
6.2e-09,-0.0008639062
6.24e-09,-0.0008654219
6.28e-09,-0.0008669375
6.32e-09,-0.0008639062
6.36e-09,-0.000860875
6.4e-09,-0.0008548125
6.44e-09,-0.00084875
6.48e-09,-0.0008396563
6.52e-09,-0.0008305625
6.56e-09,-0.0008199532
6.6e-09,-0.0008093438
6.64e-09,-0.0007972188
6.68e-09,-0.0007866094
6.72e-09,-0.000776
6.76e-09,-0.0007653906
6.8e-09,-0.0007547812
6.84e-09,-0.0007456875
6.88e-09,-0.0007381094
6.92e-09,-0.0007305312
6.96e-09,-0.0007244687
7e-09,-0.0007199219
7.04e-09,-0.0007168906
7.08e-09,-0.000715375
7.12e-09,-0.0007138594
7.16e-09,-0.000715375
7.2e-09,-0.0007168906
7.24e-09,-0.0007199219
7.28e-09,-0.0007244687
7.32e-09,-0.0007305312
7.36e-09,-0.0007381094
7.4e-09,-0.0007472031
7.44e-09,-0.0007547812
7.48e-09,-0.0007653906
7.52e-09,-0.000776
7.56e-09,-0.0007850938
7.6e-09,-0.0007957031
7.64e-09,-0.0008063125
7.68e-09,-0.0008154063
7.72e-09,-0.0008245
7.76e-09,-0.0008335938
7.8e-09,-0.0008411719
7.84e-09,-0.0008457188
7.88e-09,-0.0008502656
7.92e-09,-0.0008532969
7.96e-09,-0.0008548125
8e-09,-0.0008532969
8.04e-09,-0.0008502656
8.08e-09,-0.0008457188
8.12e-09,-0.0008381406
8.16e-09,-0.0008290469
8.2e-09,-0.0008184375
8.24e-09,-0.0008047969
8.28e-09,-0.0007911563
8.32e-09,-0.000776
8.36e-09,-0.0007593281
8.4e-09,-0.0007411406
8.44e-09,-0.0007244687
8.48e-09,-0.0007062813
8.52e-09,-0.0006896094
8.56e-09,-0.0006744532
8.6e-09,-0.0006592969
8.64e-09,-0.0006471719
8.68e-09,-0.0006365625
8.72e-09,-0.0006289844
8.76e-09,-0.0006259531
8.8e-09,-0.0006244375
8.84e-09,-0.0006274687
8.88e-09,-0.0006350469
8.92e-09,-0.0006471719
8.96e-09,-0.0006638438
9e-09,-0.0006850625
9.04e-09,-0.0007108281
9.08e-09,-0.0007411406
9.12e-09,-0.000776
9.16e-09,-0.0008138907
9.2e-09,-0.0008548125
9.24e-09,-0.0009002812
9.28e-09,-0.0009472657
9.32e-09,-0.0009972813
9.36e-09,-0.0010488
9.4e-09,-0.0011003
9.44e-09,-0.0011534
9.48e-09,-0.0012049
9.52e-09,-0.0012565
9.56e-09,-0.001305
9.6e-09,-0.0013504
9.64e-09,-0.0013929
9.68e-09,-0.0014323
9.72e-09,-0.0014656
9.76e-09,-0.0014944
9.8e-09,-0.0015187
9.84e-09,-0.0015353
9.88e-09,-0.0015459
9.92e-09,-0.001552
9.96e-09,-0.0015459
1e-08,-0.0015338
1.004e-08,-0.0015156
1.008e-08,-0.0014914
1.012e-08,-0.0014626
1.016e-08,-0.0014277
1.02e-08,-0.0013883
1.024e-08,-0.0013444
1.028e-08,-0.0012989
1.032e-08,-0.0012489
1.036e-08,-0.0011989
1.04e-08,-0.0011458
1.044e-08,-0.0010943
1.048e-08,-0.0010427
1.052e-08,-0.0009912187
1.056e-08,-0.0009427188
1.06e-08,-0.0008957344
1.064e-08,-0.0008517813
1.068e-08,-0.000812375
1.072e-08,-0.000776
1.076e-08,-0.0007426562
1.08e-08,-0.000715375
1.084e-08,-0.0006926406
1.088e-08,-0.0006729375
1.092e-08,-0.0006592969
1.096e-08,-0.0006502031
1.1e-08,-0.0006441406
1.104e-08,-0.0006441406
1.108e-08,-0.0006456563
1.112e-08,-0.0006502031
1.116e-08,-0.0006592969
1.12e-08,-0.0006683907
1.124e-08,-0.0006805156
1.128e-08,-0.0006941563
1.132e-08,-0.0007077969
1.136e-08,-0.0007229531
1.14e-08,-0.0007365937
1.144e-08,-0.0007502344
1.148e-08,-0.000763875
1.152e-08,-0.000776
1.156e-08,-0.0007850938
1.16e-08,-0.0007941875
1.164e-08,-0.0008017657
1.168e-08,-0.0008078282
1.172e-08,-0.0008108594
1.176e-08,-0.000812375
1.18e-08,-0.000812375
1.184e-08,-0.000812375
1.188e-08,-0.0008093438
1.192e-08,-0.0008063125
1.196e-08,-0.0008032813
1.2e-08,-0.0007987344
1.204e-08,-0.0007941875
1.208e-08,-0.0007896406
1.212e-08,-0.0007850938
1.216e-08,-0.0007820625
1.22e-08,-0.0007790313
1.224e-08,-0.000776
1.228e-08,-0.000776
1.232e-08,-0.000776
1.236e-08,-0.000776
1.24e-08,-0.0007775156
1.244e-08,-0.0007790313
1.248e-08,-0.0007820625
1.252e-08,-0.0007866094
1.256e-08,-0.0007896406
1.26e-08,-0.0007957031
1.264e-08,-0.00080025
1.268e-08,-0.0008047969
1.272e-08,-0.0008093438
1.276e-08,-0.000812375
1.28e-08,-0.0008154063
1.284e-08,-0.0008169219
1.288e-08,-0.0008154063
1.292e-08,-0.0008138907
1.296e-08,-0.0008108594
1.3e-08,-0.0008047969
1.304e-08,-0.0007972188
1.308e-08,-0.000788125
1.312e-08,-0.000776
1.316e-08,-0.0007608437
1.32e-08,-0.0007441719
1.324e-08,-0.0007259844
1.328e-08,-0.0007062813
1.332e-08,-0.0006835469
1.336e-08,-0.0006608125
1.34e-08,-0.0006380781
1.344e-08,-0.0006123125
1.348e-08,-0.0005880625
1.352e-08,-0.0005622969
1.356e-08,-0.0005380469
1.36e-08,-0.0005137969
1.364e-08,-0.0004910625
1.368e-08,-0.0004698437
1.372e-08,-0.0004501406
1.376e-08,-0.0004319531
1.38e-08,-0.0004167969
1.384e-08,-0.0004046719
1.388e-08,-0.0003940625
1.392e-08,-0.000388
1.396e-08,-0.0003864844
1.4e-08,-0.000388
1.404e-08,-0.0003925469
1.408e-08,-0.000400125
1.412e-08,-0.0004107344
1.416e-08,-0.000424375
