391389.4325,5.378810957,0.405346189
782778.865,6.326332273,-0.182445299
1174168.297,6.744153166,-0.608090603
1565557.73,6.549618647,-0.980054573
1956947.162,6.883134244,-1.298824617
2348336.595,7.075777931,-1.653492963
2739726.027,7.029334936,-1.998892543
3131115.46,7.35192215,-2.345603895
3522504.892,6.514423137,-2.765700004
3913894.325,6.058879839,-3.055839221
4305283.757,5.774805801,2.941870064
4696673.19,5.645684425,2.700597266
5088062.622,5.503767716,2.410047839
5479452.055,5.54707431,2.044178369
5870841.487,4.924628402,1.719042331
6262230.92,4.54088258,1.51467078
6653620.352,4.476903536,1.26087761
7045009.785,4.545121729,0.970994629
7436399.217,4.07669519,0.706960941
7827788.65,3.882769495,0.466469911
8219178.082,3.760582302,0.223362033
8610567.515,3.675925775,-0.008105266
9001956.947,3.564802459,-0.25140242
9393346.38,3.407683615,-0.416018078
9784735.812,3.645634841,-0.604243275
10176125.24,3.876671362,-0.882665486
10567514.68,4.009095992,-1.146323858
10958904.11,4.092181473,-1.40740211
11350293.54,4.431155866,-1.668362322
11741682.97,4.759124095,-1.979039136
12133072.41,4.805436389,-2.371366765
12524461.84,4.447011624,-2.630082046
12915851.27,5.046232812,-2.872447698
13307240.7,5.508153989,2.963900881
13698630.14,5.249332069,2.538957594
14090019.57,4.845086791,2.130265991
14481409,4.286574277,1.777995474
14872798.43,3.877250076,1.456229343
15264187.87,3.458763291,1.118345986
15655577.3,2.949176708,0.820377885
16046966.73,2.581359772,0.536902265
16438356.16,2.246687093,0.301955504
16829745.6,1.911730219,0.063435098
17221135.03,1.689548304,-0.174091021
17612524.46,1.46327384,-0.29324114
18003913.89,1.301191426,-0.524164583
18395303.33,1.099014713,-0.615172329
18786692.76,0.933312193,-0.749832371
19178082.19,0.778986669,-0.661025006
19569471.62,0.947493911,-0.507072792
19960861.06,1.259326657,-0.899418885
20352250.49,1.049288482,-0.778231149
20743639.92,1.373733167,-0.805180657
21135029.35,2.00274949,-1.033779642
21526418.79,2.497936783,-1.387107579
21917808.22,3.020674888,-1.721358596
22309197.65,3.436832176,-2.129979898
22700587.08,3.690900646,-2.522252354
23091976.52,3.799341558,-2.904349926
23483365.95,3.758093534,2.988701305
23874755.38,3.664351217,2.662002113
24266144.81,3.566808327,2.36780914
