391389.432487;(-0.00115984549388+0.00133318570577j)
782778.864974;(0.000529955100872+0.00171736564857j)
1174168.29746;(0.00118797116124-0.00127384333341j)
1565557.72995;(0.00129530929979-0.001246829431j)
1956947.16243;(0.000820612442535-0.00155011022538j)
2348336.59492;(-0.00134409479189+0.0011485862196j)
2739726.02741;(0.0012604416925+0.00120229984219j)
3131115.4599;(0.000157432142019+0.00172409847944j)
3522504.89238;(0.000650788899565+0.00164957155012j)
3913894.32487;(0.001777028574+0.000226627235352j)
4305283.75736;(-0.00140787278127-0.00110178665331j)
4696673.18984;(-0.00153577094605+0.000877426167876j)
5088062.62233;(0.0009217921999-0.00151374878359j)
5479452.05482;(0.00176178857562-0.000115070496914j)
5870841.4873;(-0.000927114641001-0.0014792879575j)
6262230.91979;(0.00159566478173-0.000621356991097j)
6653620.35228;(-0.00168054009693-0.00033817217334j)
7045009.78477;(-0.000155864983376-0.00169576277828j)
7436399.21725;(0.000311722161546-0.00170879211122j)
7827788.64974;(-0.00146141055205+0.000952987161581j)
8219178.08223;(-0.000536857652579-0.00164639467591j)
8610567.51471;(0.000874581494901-0.001517805791j)
9001956.9472;(3.1636720675e-05+0.00175200807066j)
9393346.37969;(-0.0017336217218+0.000183202715307j)
9784735.81217;(-0.000568876800746-0.00164187765629j)
10176125.2447;(-7.86227931081e-05-0.00174399154199j)
10567514.6771;(0.00164781850346-0.000544960962488j)
10958904.1096;(-0.000175911689665-0.00172406920113j)
11350293.5421;(0.000899359571743-0.00147351567326j)
11741682.9746;(5.45983636969e-05+0.0017325097771j)
12133072.4071;(0.00148875373668-0.000895224523664j)
12524461.8396;(-0.00112645061861+0.0013105036977j)
12915851.2721;(0.00165413462252-0.000523749394015j)
13307240.7046;(0.000426425229144-0.00169112732248j)
13698630.137;(0.00101942691419+0.0013977283126j)
14090019.5695;(0.000852051804506-0.00151301847988j)
14481409.002;(-0.00054089052876+0.00165294268869j)
14872798.4345;(-0.000405941519527-0.00168264909293j)
15264187.867;(-0.000395814686961-0.00168491207807j)
15655577.2995;(0.000734781870545+0.00156210420145j)
16046966.732;(-0.000225892078024-0.00170890853287j)
16438356.1645;(-0.000661463317555+0.0016055550273j)
16829745.5969;(0.00110194223275-0.00132540332331j)
17221135.0294;(-0.000346553359363+0.00168579104701j)
17612524.4619;(-0.000135209581688+0.00172498798246j)
18003913.8944;(-0.00166578691083-0.000371430039671j)
18395303.3269;(0.00141329528285-0.000980334257876j)
18786692.7594;(-0.00128385346682-0.00111880649371j)
19178082.1919;(0.00133466119987-0.00108152475131j)
19569471.6243;(-0.000878786034269-0.00147687083495j)
19960861.0568;(-0.00120687986617-0.00122583949287j)
20352250.4893;(-0.00163572805641-0.000543850619955j)
20743639.9218;(-0.001658351108-0.000468179426582j)
21135029.3543;(-0.00144166282744-0.000971701515736j)
21526418.7868;(0.0015639461919+0.000713044183017j)
21917808.2193;(0.00035245026487+0.00167942961449j)
22309197.6518;(0.00110811657169-0.00130715780371j)
22700587.0842;(0.000935869129029+0.00143010025048j)
23091976.5167;(-0.0016669223788+0.000242772517525j)
23483365.9492;(-0.00141054674036+0.00094226724606j)
23874755.3817;(0.000471729695686+0.00162893834264j)
24266144.8142;(0.00146436693831-0.000877352606234j)
24657534.2467;(-0.00145946188642-0.000884180662137j)
25048923.6792;(0.000505706329783+0.00162481159267j)
25440313.1117;(0.00096785302813+0.00140199062142j)
25831702.5441;(-0.00118356878934-0.00123534367994j)
26223091.9766;(0.00149398729464-0.000806831400072j)
26614481.4091;(-0.000585851447079+0.00159509757403j)
27005870.8416;(0.000398589211699+0.00164479535587j)
27397260.2741;(-0.00170260360052-3.25181871348e-05j)
27788649.7066;(-0.00134577699523-0.00102375839459j)
28180039.1391;(0.00166502090399+0.000232367157334j)
28571428.5715;(-0.00102904141739-0.00134401873799j)
28962818.004;(-0.000816952621102+0.00146265449971j)
29354207.4365;(0.00156750547385-0.000562576729369j)
29745596.869;(-0.00145694925386-0.000816758405073j)
30136986.3015;(0.00165733421426+0.00030298398833j)
30528375.734;(-0.00146821430824+0.000802992904488j)
30919765.1665;(0.00159246714044-0.000512883855264j)
31311154.599;(-0.000217641559797-0.00165866450965j)
31702544.0314;(0.000495897967784+0.00159215492217j)
32093933.4639;(0.00126642974449+0.00109644760037j)
32485322.8964;(-0.00138844700477+0.000922954918907j)
32876712.3289;(-0.00162312995338-0.0003786774792j)
33268101.7614;(0.00157104843418+0.000543606114623j)
33659491.1939;(0.00146934143936-0.0007705366725j)
34050880.6264;(0.00113824719878-0.00118747699808j)
34442270.0589;(0.000669165101517+0.00151230871827j)
34833659.4913;(-0.000633049351564-0.00152855636028j)
35225048.9238;(0.00165982998249+2.71817922151e-05j)
35616438.3563;(0.0010975209364-0.00121953398074j)
36007827.7888;(0.00124771200072+0.00107608733997j)
36399217.2213;(-0.00161204410438+0.000269052626611j)
36790606.6538;(-0.000689685429949+0.0014922841636j)
37181996.0863;(-0.000150519074735-0.00161792992825j)
37573385.5187;(0.00110127244413-0.00121300907829j)
37964774.9512;(0.000572200515502+0.00154346449425j)
38356164.3837;(0.00163116050156-0.000148661142361j)
38747553.8162;(0.00118406062166-0.00111014989827j)
39138943.2487;(-0.00132948611185-0.000939161243264j)
39530332.6812;(-0.00160704804366-2.3926707809e-05j)
39921722.1137;(-0.00129175089474+0.00098018218005j)
40313111.5462;(-0.00158006373443-0.000307714881451j)
40704500.9786;(0.000858483153372+0.00136192424444j)
41095890.4111;(-0.00161024898778-0.000123877144033j)
41487279.8436;(0.0016106904051-9.19927462724e-05j)
41878669.2761;(0.00149849314256-0.000586363894475j)
42270058.7086;(0.00118653717977-0.00108784213861j)
42661448.1411;(-0.00109891090558+0.0011694917456j)
43052837.5736;(0.000547376506961+0.00149970950362j)
43444227.0061;(-0.00101932559776+0.00121803478596j)
43835616.4385;(0.000656183164416+0.0014493352676j)
44227005.871;(0.0002449649584-0.00157969149923j)
44618395.3035;(-0.000805930396095-0.00135736315842j)
45009784.736;(-0.00130100329961-0.000887836021147j)
45401174.1685;(0.00048513953823-0.00150345144108j)
45792563.601;(-0.000731198929741+0.0014018935492j)
46183953.0335;(0.00150848239059-0.000421577320729j)
46575342.4659;(0.00154771864939+5.67366493289e-05j)
46966731.8984;(-0.000242800415686-0.00154597473341j)
47358121.3309;(0.000732836416843+0.00137808238136j)
47749510.7634;(-0.000983796105078+0.00118045168925j)
48140900.1959;(-0.000594027827893+0.00143281622695j)
48532289.6284;(0.00130579309714-0.000837388343984j)
48923679.0609;(-0.00147000716479+0.00046971636964j)
49315068.4934;(-0.00135144408889+0.000748257909595j)
49706457.9258;(0.000867094385419+0.00127718555264j)
50097847.3583;(0.0010800871794-0.00108189230105j)
50489236.7908;(0.000655214776627-0.00139296238323j)
50880626.2233;(-0.000784560598122-0.00132017453952j)
51272015.6558;(0.000485877140289-0.001449807268j)
51663405.0883;(0.00152248638155-0.000214362260497j)
52054794.5208;(-0.00105005852949-0.00110142086413j)
52446183.9533;(0.00117244466211+0.000968126001855j)
52837573.3857;(-0.000135889588018-0.0015070797725j)
53228962.8182;(-0.000751022132361+0.00130368845352j)
53620352.2507;(0.000764844205464+0.00130420405939j)
54011741.6832;(0.00131797438214+0.000697672856479j)
54403131.1157;(0.00122522996505+0.00084702803382j)
54794520.5482;(0.000390695447575+0.00145154578267j)
55185909.9807;(-0.000821819690376+0.00125266550011j)
55577299.4131;(0.000894961786026+0.0012008317679j)
55968688.8456;(0.00147899930598-0.000240134446436j)
56360078.2781;(-0.00123841653306+0.000825285413853j)
56751467.7106;(0.00141195560843-0.000479870369606j)
57142857.1431;(0.000984156137354-0.00108927870868j)
57534246.5756;(-0.000137864500413-0.00146089805636j)
57925636.0081;(-0.0011293770501+0.000929083845809j)
58317025.4406;(-0.000227912246821-0.00144849363414j)
58708414.873;(0.000818060813791-0.00120553896878j)
59099804.3055;(0.0010833530552+0.000978095380652j)
59491193.738;(-0.000613874512487+0.00131817343501j)
59882583.1705;(0.00111385672036+0.000943855300617j)
60273972.603;(-0.00113984497885-0.000892066167531j)
60665362.0355;(0.00136844975038-0.000475573412949j)
61056751.468;(0.000750083470935-0.00123394890426j)
61448140.9005;(0.00100132916672-0.00103941230908j)
61839530.3329;(0.000409641130288+0.00135609777329j)
62230919.7654;(0.00138888608153-0.00030636683442j)
62622309.1979;(0.000604340073115-0.00129929937298j)
63013698.6304;(0.00108876080399+0.000907487265731j)
63405088.0629;(0.000951229978093+0.00103071268318j)
63796477.4954;(0.00039184353661-0.0013484726871j)
64187866.9279;(0.00105535798795-0.000954194572151j)
64579256.3603;(0.000877222591227+0.0010921944753j)
64970645.7928;(0.00139289074042+0.000117535688612j)
65362035.2253;(-8.50855882873e-05+0.0014046441007j)
65753424.6578;(0.00139237220971-0.000161901879241j)
66144814.0903;(-0.00138748506024+1.1262674699e-05j)
66536203.5228;(-0.000713817384759+0.00118886234273j)
66927592.9553;(-0.000851041566696-0.00108567784862j)
67318982.3878;(0.00132556887269+0.000381638382584j)
67710371.8202;(-0.000598756451678+0.00122697423044j)
68101761.2527;(0.000680596059322-0.00118412540335j)
68493150.6852;(-0.000599133134321-0.00121851976252j)
68884540.1177;(0.0013597351034-0.000138899823343j)
69275929.5502;(7.94618021055e-05+0.0013433742325j)
69667318.9827;(-0.00062298832533+0.0011970045552j)
70058708.4152;(-0.000613305304017+0.00121820017585j)
70450097.8477;(-0.00135881490455+0.000174334429491j)
70841487.2801;(0.00130756210922+0.000258983372546j)
71232876.7126;(0.000552480636027+0.00121450344779j)
71624266.1451;(0.000899946437165+0.000994005940301j)
72015655.5776;(-0.000145697450575+0.00132109397283j)
72407045.0101;(0.00123448055262+0.000481488117783j)
72798434.4426;(-0.001295709287+0.000244381588203j)
73189823.8751;(-0.00124331794583-0.000487227402229j)
73581213.3075;(0.000769205692525+0.00108479801338j)
73972602.74;(-0.00112810362141+0.000653435454476j)
74363992.1725;(-0.00107829001075+0.000721280478926j)
74755381.605;(-0.00125087099182-0.000392755733193j)
75146771.0375;(-0.000925664247317+0.000916761387212j)
75538160.47;(8.58169038195e-05+0.00127538982162j)
75929549.9025;(-0.00123842057201-0.000316485672175j)
76320939.335;(0.000705277128662-0.0010696673443j)
76712328.7674;(0.000591392977209+0.00113815612549j)
77103718.1999;(0.00125729974977+0.000103531922108j)
77495107.6324;(0.00105635689805-0.000709634323791j)
77886497.0649;(0.000957587276263-0.00083212020331j)
78277886.4974;(-0.00122500332078+0.000324860216136j)
78669275.9299;(-0.000951802738459-0.000823793465703j)
79060665.3624;(0.000346429272859+0.0011849747576j)
79452054.7949;(0.000348105053987-0.00117775304157j)
