QGesamt3,1.6020286503728058
maxPulse1,9.397640612373404
Phase,164.56851193727485
maxPulse4,9.395459204439636
MWpulse2,6.574601973952099e-18
Qpulse4,2.065388871451126
maxRest2,5.669434643726377
maxRest3,5.588166856705286
Qrest2,1.4801768829271602
maxRest4,5.669381473292502
MWpulse4,-8.69666043264459e-18
Qpulse2,2.064642178857145
maxPulse3,9.398758717541957
QGesamt4,1.6020252525564636
maxPulse2,9.394322350134535
Amplitude,651.8230744846105
QGesamt2,1.6012032583983447
QGesamt1,1.6012066967040082
Qrest1,1.4801731634804387
Qpulse1,2.0646691402711967
MWpulse3,3.29951310232051e-05
Qpulse3,2.0654155206995704
MWpulse1,3.318262238868136e-05
Qrest3,1.4810357206231037
maxRest1,5.672752905965244
Qrest4,1.4810393960149435
