391389.432487;(0.00884874471044-0.0119728684805j)
782778.864974;(0.017423302524+0.00159483681015j)
1174168.29746;(0.0176774625203+0.0042861037875j)
1565557.72995;(-0.0155891685364+0.0103184856334j)
1956947.16243;(-0.00352622855941-0.0185488928534j)
2348336.59492;(-0.0115105427565-0.0156473275728j)
2739726.02741;(-0.000333803799429-0.0196955123885j)
3131115.4599;(0.00274942252737+0.0195986624853j)
3522504.89238;(-0.0189471680753-0.00559287110659j)
3913894.32487;(-0.000633809738984-0.0201113591328j)
4305283.75736;(-0.0062944588458-0.0186040741896j)
4696673.18984;(0.0139588948224-0.0130299880513j)
5088062.62233;(-0.00895900713433-0.0160106236559j)
5479452.05482;(0.00625022572856+0.0168437540401j)
5870841.4873;(0.00138059449359+0.017247708572j)
6262230.91979;(0.012515027953-0.010747219877j)
6653620.35228;(0.00989053458646-0.0125669417733j)
7045009.78477;(-0.0142546929854+0.0066960392365j)
7436399.21725;(0.00892016379371-0.0123830165536j)
7827788.64974;(0.00922798476447-0.0116918502752j)
8219178.08223;(-0.0151627044413-0.00261257672717j)
8610567.51471;(0.0147367298716+0.0035174000994j)
9001956.9472;(0.00723214739822-0.0133798397953j)
9393346.37969;(-0.0147897883602+0.00555670970783j)
9784735.81217;(0.0153069239755+0.00328524546018j)
10176125.2447;(-0.0159500893128+0.00460399628962j)
10567514.6771;(0.0169705264038+0.00352111761565j)
10958904.1096;(0.00631429435111+0.0171001789237j)
11350293.5421;(-0.0098824978722-0.0165865520224j)
11741682.9746;(-0.0188409398033+0.00791156074975j)
12133072.4071;(-0.0208299404518+0.00441844786046j)
12524461.8396;(-0.00356850969358+0.0215242783302j)
12915851.2721;(0.00355971098079+0.0216648816231j)
13307240.7046;(-0.0184142061702+0.0101590649091j)
13698630.137;(0.0128412953888+0.015345278208j)
14090019.5695;(0.00761274760093+0.0166074590042j)
14481409.002;(0.016853617824+0.0017717664546j)
14872798.4345;(0.00457995163252-0.0145114090709j)
15264187.867;(0.00695589897592+0.0124137949576j)
15655577.2995;(0.0128491060287+0.000784084026418j)
16046966.732;(0.0110473549061-0.00456131425057j)
16438356.1645;(0.00874961169501-0.00678931292522j)
16829745.5969;(0.00461044206949-0.0091136693033j)
17221135.0294;(-0.00728796229457-0.00679031236219j)
17612524.4619;(0.00923564705628-0.000736964292174j)
18003913.8944;(-0.00587360813476-0.00689595536172j)
18395303.3269;(-0.00642743177519+0.00532378529049j)
18786692.7594;(-0.0083471949653+0.000871302746483j)
19178082.1919;(0.0049921219554+0.00658675562293j)
19569471.6243;(-0.00240516470308+0.00783421612763j)
19960861.0568;(-0.00488697686337-0.00645503683953j)
20352250.4893;(0.00799740722044-0.00255313135179j)
20743639.9218;(-0.00383989512295+0.00790549658904j)
21135029.3543;(1.77101980424e-05-0.00904957124866j)
21526418.7868;(-0.00759314173088-0.00594731527216j)
21917808.2193;(0.00692468613669+0.00724767324299j)
22309197.6518;(0.00628185286756+0.00877746313697j)
22700587.0842;(0.00470019535118-0.0104648594197j)
23091976.5167;(-0.0122571236485+0.000110148687339j)
23483365.9492;(0.00303988039859-0.0123520474027j)
23874755.3817;(0.0120580375268-0.00459636490671j)
24266144.8142;(0.0128461879339+0.000818146000168j)
24657534.2467;(0.0117809089318+0.00311411968259j)
25048923.6792;(0.0110684871806+0.00127470907731j)
25440313.1117;(-0.00569903577134+0.00875454070416j)
25831702.5441;(0.00422924785414+0.00878273028806j)
26223091.9766;(0.00495802795746-0.00703862228825j)
26614481.4091;(-0.00625278159934-0.00493492130878j)
27005870.8416;(0.00573534631232-0.00502353660078j)
27397260.2741;(-0.00659421940813-0.0023899789768j)
27788649.7066;(0.00644298677346+0.00160149624205j)
28180039.1391;(0.00323682718495-0.00533246272475j)
28571428.5715;(0.00313784628719-0.00501457774334j)
28962818.004;(0.00460514915047-0.00321860148833j)
29354207.4365;(0.00443314165593-0.00319142277044j)
29745596.869;(0.0045696054659-0.00270119747062j)
30136986.3015;(-0.000107270190531-0.00554387704397j)
30528375.734;(-0.00527178554703-0.000354621612723j)
30919765.1665;(-0.00462171477221+0.00231138060738j)
31311154.599;(-0.00458059667118-0.00281819513333j)
31702544.0314;(-0.00504763703139+0.00218233375626j)
32093933.4639;(-0.000958208061191-0.00535059819758j)
32485322.8964;(-0.00422609403504+0.00327162518957j)
32876712.3289;(0.00469073317612-0.00347293544097j)
33268101.7614;(0.00153326364208-0.00589645978687j)
33659491.1939;(0.00629572453915+0.000810025038756j)
34050880.6264;(-0.00328001447871+0.00561341023891j)
34442270.0589;(0.0067254480809+0.00064247884507j)
34833659.4913;(0.0049668098838-0.00452650098472j)
35225048.9238;(-0.00590656009113-0.00230523994709j)
35616438.3563;(0.00121265331784-0.00567158181016j)
36007827.7888;(-0.00416747192078+0.00379165475983j)
36399217.2213;(0.00370047358027+0.00343736269847j)
36790606.6538;(-0.00223320434271+0.00364885923441j)
37181996.0863;(0.00274702603265+0.00283320866982j)
37573385.5187;(-0.00232936962084-0.00273317792175j)
37964774.9512;(-0.00157211327509+0.00278397343855j)
38356164.3837;(-0.00304176356215-0.000140861424781j)
38747553.8162;(0.000625757400964-0.00256465557035j)
39138943.2487;(0.00185520031304-0.00161268207711j)
39530332.6812;(0.00121454258048+0.00207403935549j)
39921722.1137;(-0.0019922851141+0.000765379203532j)
40313111.5462;(0.00194753961061-0.000605738438341j)
40704500.9786;(0.00191295111064-0.000335988460051j)
41095890.4111;(-0.000561373266797-0.00182001109296j)
41487279.8436;(-0.00157656379399-0.000847887817906j)
41878669.2761;(0.00135356147912-0.00102463041945j)
42270058.7086;(0.000406561710136+0.00201689204069j)
42661448.1411;(0.00128128973933+0.000827202276182j)
43052837.5736;(-0.000723397117977+0.00169872714697j)
43444227.0061;(0.00112931523744-0.00115900833275j)
43835616.4385;(0.00128575517895+0.000716969213285j)
44227005.871;(0.00165946836466+0.000555206055192j)
44618395.3035;(-0.000912064151703+0.00136550184272j)
45009784.736;(-0.00108179827184-0.0012682657279j)
45401174.1685;(0.000325994672704+0.00162145155957j)
