0.0;0.22016
4e-11;0.22018
8e-11;0.22014
1.2e-10;0.2201
1.6e-10;0.22002
2e-10;0.21994
2.4e-10;0.21986
2.8e-10;0.21976
3.2e-10;0.21966
3.6e-10;0.21958
4e-10;0.2195
4.4e-10;0.21944
4.8e-10;0.21942
5.2e-10;0.2194
5.6e-10;0.21942
6e-10;0.21948
6.4e-10;0.21958
6.8e-10;0.21972
7.2e-10;0.2199
7.6e-10;0.22016
8e-10;0.22044
8.4e-10;0.2208
8.8e-10;0.22122
9.2e-10;0.2217
9.6e-10;0.22224
1e-09;0.22286
1.04e-09;0.22352
1.08e-09;0.22426
1.12e-09;0.22502
1.16e-09;0.22584
1.2e-09;0.22672
1.24e-09;0.22762
1.28e-09;0.22856
1.32e-09;0.22952
1.36e-09;0.2305
1.4e-09;0.23148
1.44e-09;0.2325
1.48e-09;0.23352
1.52e-09;0.23452
1.56e-09;0.23552
1.6e-09;0.23644
1.64e-09;0.23736
1.68e-09;0.23826
1.72e-09;0.2391
1.76e-09;0.23992
1.8e-09;0.2407
1.84e-09;0.24142
1.88e-09;0.2421
1.92e-09;0.24274
1.96e-09;0.24332
2e-09;0.24382
2.04e-09;0.24428
2.08e-09;0.24466
2.12e-09;0.245
2.16e-09;0.24528
2.2e-09;0.24548
2.24e-09;0.24564
2.28e-09;0.24572
2.32e-09;0.24576
2.36e-09;0.24576
2.4e-09;0.2456
2.44e-09;0.24542
2.48e-09;0.2452
2.52e-09;0.24496
2.56e-09;0.24468
2.6e-09;0.2444
2.64e-09;0.24408
2.68e-09;0.24376
2.72e-09;0.24342
2.76e-09;0.24312
2.8e-09;0.24278
2.84e-09;0.24246
2.88e-09;0.24216
2.92e-09;0.24186
2.96e-09;0.24158
3e-09;0.24134
3.04e-09;0.24112
3.08e-09;0.24092
3.12e-09;0.24076
3.16e-09;0.24064
3.2e-09;0.2405
3.24e-09;0.2404
3.28e-09;0.24038
3.32e-09;0.24038
3.36e-09;0.24044
3.4e-09;0.24056
3.44e-09;0.2407
3.48e-09;0.2409
3.52e-09;0.24116
3.56e-09;0.24146
3.6e-09;0.24178
3.64e-09;0.24212
3.68e-09;0.2425
3.72e-09;0.24292
3.76e-09;0.24336
3.8e-09;0.24382
3.84e-09;0.24428
3.88e-09;0.24476
3.92e-09;0.24526
3.96e-09;0.24576
4e-09;0.2462
4.04e-09;0.24666
4.08e-09;0.2471
4.12e-09;0.24754
4.16e-09;0.24796
4.2e-09;0.24836
4.24e-09;0.24876
4.28e-09;0.24912
4.32e-09;0.24944
4.36e-09;0.24976
4.4e-09;0.25004
4.44e-09;0.25028
4.48e-09;0.25048
4.52e-09;0.25066
4.56e-09;0.2508
4.6e-09;0.25088
4.64e-09;0.25094
4.68e-09;0.25094
4.72e-09;0.25092
4.76e-09;0.25088
4.8e-09;0.25072
4.84e-09;0.25052
4.88e-09;0.25034
4.92e-09;0.2501
4.96e-09;0.24986
5e-09;0.24958
5.04e-09;0.2493
5.08e-09;0.24902
5.12e-09;0.24872
5.16e-09;0.24844
5.2e-09;0.24812
5.24e-09;0.24782
5.28e-09;0.24754
5.32e-09;0.24724
5.36e-09;0.24696
5.4e-09;0.24668
5.44e-09;0.24642
5.48e-09;0.24618
5.52e-09;0.24594
5.56e-09;0.24576
5.6e-09;0.24554
5.64e-09;0.24536
5.68e-09;0.24522
5.72e-09;0.24508
5.76e-09;0.245
5.8e-09;0.2449
5.84e-09;0.24486
5.88e-09;0.24482
5.92e-09;0.2448
5.96e-09;0.24484
6e-09;0.24486
6.04e-09;0.2449
6.08e-09;0.24496
6.12e-09;0.24504
6.16e-09;0.24512
6.2e-09;0.24524
6.24e-09;0.24534
6.28e-09;0.24546
6.32e-09;0.2456
6.36e-09;0.24576
6.4e-09;0.24588
6.44e-09;0.24602
6.48e-09;0.24618
6.52e-09;0.24634
6.56e-09;0.2465
6.6e-09;0.24668
6.64e-09;0.2469
6.68e-09;0.2471
6.72e-09;0.2473
6.76e-09;0.24754
6.8e-09;0.24778
6.84e-09;0.24804
6.88e-09;0.24832
6.92e-09;0.24864
6.96e-09;0.24896
7e-09;0.2493
7.04e-09;0.24968
7.08e-09;0.25006
7.12e-09;0.25044
7.16e-09;0.25088
7.2e-09;0.25124
7.24e-09;0.25162
7.28e-09;0.25202
7.32e-09;0.25242
7.36e-09;0.25278
7.4e-09;0.25318
7.44e-09;0.25356
7.48e-09;0.2539
7.52e-09;0.25424
7.56e-09;0.25458
7.6e-09;0.25488
7.64e-09;0.25514
7.68e-09;0.25538
7.72e-09;0.25558
7.76e-09;0.25576
7.8e-09;0.25588
7.84e-09;0.25596
7.88e-09;0.25602
7.92e-09;0.25602
7.96e-09;0.256
8e-09;0.25586
8.04e-09;0.25568
8.08e-09;0.25548
8.12e-09;0.25524
8.16e-09;0.25498
8.2e-09;0.25468
8.24e-09;0.25438
8.28e-09;0.25406
8.32e-09;0.25374
8.36e-09;0.25338
8.4e-09;0.25306
8.44e-09;0.25272
8.48e-09;0.25242
8.52e-09;0.2521
8.56e-09;0.25182
8.6e-09;0.25158
8.64e-09;0.25134
8.68e-09;0.25116
8.72e-09;0.251
8.76e-09;0.25088
8.8e-09;0.25072
8.84e-09;0.25062
8.88e-09;0.25056
8.92e-09;0.2505
8.96e-09;0.25048
9e-09;0.25048
9.04e-09;0.25052
9.08e-09;0.25054
9.12e-09;0.25062
9.16e-09;0.25068
9.2e-09;0.25074
9.24e-09;0.25082
9.28e-09;0.2509
9.32e-09;0.25096
9.36e-09;0.251
9.4e-09;0.25102
9.44e-09;0.25104
9.48e-09;0.251
9.52e-09;0.25094
9.56e-09;0.25088
9.6e-09;0.2507
