20026.5,0.303195,23.4386
21783.5,0.332115,18.2538
39916.1,0.8975,-36.1194
50050,1.190225,-49.0619
70838.8,1.691385,-69.5638
81015.3,1.955295,-76.6801
90047.5,2.18932,-83.9937
100335.8,2.401335,-89.8494
109266.5,2.57158,-95.0364
119206.8,2.70478,-97.5564
139128.2,3.150895,-103.9117
149136,3.343175,-107.9235
159242.1,3.481285,-111.9215
168565,3.614785,-115.5021
179168.2,3.77955,-118.3824
188659.3,3.913285,-120.9482
198007.6,4.01811,-123.4165
207507.3,4.12488,-126.0501
217853.3,4.230615,-127.9922
227820.7,4.31998,-130.5248
237896.1,4.402145,-132.3157
248025.9,4.49834,-134.2269
257373.4,4.56412,-136.6657
267407.7,4.63918,-138.5077
277878.6,4.710495,-140.4584
286785.6,4.775215,-142.0598
296253.3,4.82591,-142.8792
336325.2,5.0337,-148.4952
346457.2,5.093175,-149.6284
356739.4,5.12116,-152.1063
365098.5,5.173355,-152.8655
374925.8,5.214565,-153.8727
384384,5.253475,-155.4387
394956.4,5.28223,-156.521
405025.6,5.312385,-157.1784
415598.9,5.356105,-158.2773
424843.6,5.37331,-160.0261
434599.5,5.40881,-160.6837
444505.5,5.441445,-161.7143
454013.5,5.475165,-162.8836
463954.1,5.4802,-163.7589
473944.4,5.41478,-162.706
483917.5,5.55625,-164.5366
494180.1,5.57756,-165.8551
503765.4,5.60254,-166.7579
511840.3,5.61802,-167.815
521715.2,5.640345,-168.4203
532165.9,5.65825,-169.3807
541726.6,5.68011,-169.7252
551594.2,5.695535,-171.1868
561731.2,5.72065,-171.5898
571468.5,5.733595,-172.6479
583077.4,5.76455,-173.4849
591888.1,5.778685,-174.3154
602618,5.797385,-175.2291
612093.2,5.81281,-175.9992
630317.2,5.862045,-176.6117
640292.8,5.8614,-177.4711
650424.2,5.877555,-178.2947
661444.1,5.88273,-178.8322
671211.5,5.90071,-179.7975
680624,5.92967,179.6312
691779.8,5.93472,179.2136
700104,5.940555,178.037
709479.3,5.949235,177.2341
720404.9,5.974405,177.0152
730450.6,5.978535,176.4843
739357.2,5.98861,175.3242
749576.9,6.01153,174.9706
759049.6,6.012175,174.4375
768722.5,6.03807,174.0361
778608,6.04011,173.6384
788478.1,6.03915,173.2816
797296.1,6.06683,172.0896
809107.5,6.072625,170.8059
816810.4,6.09161,171.4633
827880.7,6.100015,169.9179
838695.7,6.08611,169.9397
849189.1,6.10776,169.1102
856974.4,6.116535,168.4889
867617.6,6.120695,167.8108
876434.7,6.138435,167.4221
887663.6,6.13077,166.7479
897732.2,6.149235,166.8174
907815.5,6.15296,165.8736
915074.9,6.166475,164.6297
926786.4,6.18523,164.4836
935317.8,6.172065,164.3081
946762.9,6.184805,163.9325
954359.5,6.201805,163.4819
964600.2,6.196765,162.4095
975588.9,6.19785,162.1671
984928.6,6.209275,160.9282
995357,6.22904,160.8437
1076900,6.269365,156.3815
1165900,6.323825,151.4571
1260400,6.368405,147.0823
1444000,6.425105,138.4704
1537500,6.462345,134.9466
1629600,6.483585,130.3429
1897100,6.53744,119.2729
1987300,6.56234,115.9298
2077700,6.560245,111.2829
2173600,6.576785,107.2245
2255300,6.594635,103.5961
2351100,6.615335,99.8894
2433900,6.61624,96.5336
2533400,6.63938,92.2138
2618200,6.65541,88.7866
2705600,6.66576,84.7621
2791800,6.675425,80.7142
2879400,6.68646,76.7778
2981200,6.69375,74.1403
3065800,6.7123,70.3612
3157700,6.706645,66.4239
3251000,6.730505,62.385
3348700,6.73012,58.9237
3423600,6.74319,55.1454
3516900,6.739265,51.7472
3613400,6.75354,48.5596
3705000,6.75231,44.4038
3894500,6.752375,37.0681
3970500,6.750975,33.1297
4057800,6.74685,30.6492
4143800,6.74996,25.8085
4241200,6.734915,22.2652
4334000,6.736575,18.1471
4432100,6.726835,14.6062
4512200,6.726225,10.9014
4609800,6.709805,8.2386
4706700,6.70584,3.9537
4783100,6.68086,-0.0254183
4894900,6.66825,-3.1145
4969500,6.644125,-7.5862
5060400,6.63012,-10.5557
5157100,6.595815,-14.6789
5235000,6.5823,-17.8664
5326300,6.571135,-22.0864
5429200,6.5402,-25.8396
5492500,6.514015,-29.7251
5608500,6.47308,-32.3909
5692000,6.452695,-35.5312
5787600,6.412675,-39.1147
5858600,6.399775,-43.2186
5957500,6.356215,-46.3496
6055200,6.327795,-50.099
6130200,6.286625,-53.8109
6229900,6.25191,-56.5332
6321400,6.218905,-60.2416
6411400,6.19389,-63.6726
6497300,6.14069,-67.6897
6600900,6.109625,-70.5509
6688700,6.083365,-74.4152
6772200,6.03988,-77.9436
6859300,6.01916,-80.8623
6948300,5.98419,-83.9211
7034700,5.947765,-87.5464
7135100,5.912195,-90.6624
7212200,5.869325,-94.5368
7297800,5.855665,-96.9801
7411600,5.821945,-100.4277
7494000,5.790025,-103.9511
7583400,5.76936,-107.1195
7672900,5.741405,-111.2165
7760500,5.707545,-113.6467
7846400,5.692945,-116.6684
7940700,5.66141,-119.0844
8039200,5.66493,-122.8552
8133600,5.63668,-125.7726
8187500,5.62244,-129.7646
8390600,5.575905,-135.0345
8498500,5.555465,-139.2636
8584900,5.54887,-141.1225
8662000,5.52254,-144.7853
8757400,5.541275,-148.0045
8842200,5.52812,-150.31
8954400,5.52029,-154.2036
9010900,5.50826,-156.7698
9116400,5.525165,-159.974
9238700,5.51274,-164.2066
9295300,5.49933,-166.7262
9405700,5.522595,-168.9197
9489900,5.528055,-171.3032
9567000,5.522835,-175.4533
9683800,5.55536,-178.1046
9722300,5.56557,178.4093
9864100,5.575435,175.3577
9944600,5.583665,172.1376
10728100,5.800665,146.1906
11449500,6.13533,121.1572
12041100,6.62732,95.1152
12777700,7.230575,65.9769
13487800,7.827835,38.4402
14201300,8.207285,6.7405
14904100,8.28871,-30.3201
15651000,7.75553,-64.4217
16355800,6.833895,-98.8688
17773500,5.001085,-156.0688
18469000,4.389895,178.797
19795800,3.52229,137.7971
20531800,3.28754,116.2423
21239100,3.182105,94.9058
21929400,3.120415,73.8196
22626500,3.13759,51.604
23382500,3.244435,29.1976
24018500,3.42895,5.6691
24694100,3.714845,-18.4512
25432100,4.0483,-39.523
26150200,4.375025,-69.1522
27496800,4.84064,-135.1596
28267100,4.686775,-168.7395
29742600,3.654475,126.9215
30336800,3.14602,99.0682
30957700,2.74873,78.9812
32521300,2.214475,30.9471
33196600,2.048725,10.1752
33873000,1.943495,-11.1141
34530400,1.893085,-32.1929
35256600,1.895735,-48.7959
35985500,1.93607,-70.7544
36651800,2.000515,-91.9865
37378600,2.111235,-116.7752
38251900,2.25582,-140.1082
38972100,2.45862,-166.8687
40168800,2.67119,143.3809
41527000,5.542435,67.9411
42278600,4.64972,-7.7264
43010200,1.77817,-53.5496
43626000,0.707735,-48.7389
44373100,0.6622,-36.1448
44953600,0.791525,-35.3471
45782500,1.130445,-45.8795
46561800,1.601335,-81.519
47228500,1.51267,-119.5481
47944700,1.340395,-147.3201
48624300,1.220195,-170.8534
49269900,1.20142,173.2969
50091100,1.27908,150.6917
50733500,1.36376,127.4328
51448700,1.42659,98.2314
52176000,1.47516,69.0433
52826900,1.48719,38.7104
53440000,1.390155,14.1786
54246300,1.25715,-16.3212
55058500,1.06463,-40.9081
55755000,0.888685,-55.9244
56414700,0.865545,-63.507
57170400,1.140865,-72.1985
57700100,1.700815,-96.0432
58517900,2.285675,-139.1425
59057600,2.279945,175.4694
59984100,2.03911,139.2065
60680400,1.826385,108.7449
61158900,1.71459,79.4962
61906600,1.64097,52.9032
62609000,1.611525,28.0603
63288000,1.60425,-1.5504
64204800,1.592205,-31.6323
64840500,1.540945,-63.7684
65499800,1.43966,-93.8066
66225800,1.318595,-125.5869
66713100,1.237685,-154.1056
67614800,1.17074,-179.0762
68302100,1.120255,151.0665
68933600,1.08981,122.8416
69744800,1.067655,94.6295
70236500,1.067015,64.0369
71392900,1.0658,32.9235
71916600,1.0739,-2.9398
72443700,1.03465,-39.0403
73262600,0.97038,-70.4776
73796400,0.88628,-105.8825
74558800,0.778415,-143.1602
75508000,0.67962,-177.286
76112800,0.592215,148.0487
76757400,0.509005,114.345
77429100,0.429805,80.2871
78003900,0.3554,50.0498
78800800,0.29995,19.7018
79619300,0.24035,-13.4758
