Qrest1,1.2497184107878063
maxPulse4,8.823605143726818
Amplitude,809.7767615571538
maxPulse2,8.823612470609406
Qrest4,1.2508421550923532
QGesamt4,1.4005525553570808
Phase,164.45813209908587
maxPulse3,8.797455881324495
Qpulse3,1.9434111950500468
QGesamt1,1.4000618724658285
Qrest2,1.2499916224393743
Qpulse1,1.9429365512567225
MWpulse2,-6.982261990806649e-18
maxRest3,4.866526831245633
Qpulse4,1.9416315107450361
Qpulse2,1.941158690014883
QGesamt2,1.3998179513157805
Qrest3,1.2505687958012934
MWpulse1,-0.00026133310288067527
maxPulse1,8.79747916032134
MWpulse3,-0.00026149262402323385
MWpulse4,3.2932206785382086e-18
maxRest4,4.925515645664788
maxRest1,4.899394158037586
maxRest2,4.925527468325653
QGesamt3,1.400796646284333
