Qrest1,1.1345492427910446
maxPulse4,8.064046932589083
Amplitude,959.2720983438038
maxPulse2,8.063814359937194
Qrest4,1.1378811274054295
QGesamt4,1.2761233446324545
Phase,164.4552005154902
maxPulse3,8.142594125479988
Qpulse3,1.791989217279543
QGesamt1,1.2779774636875654
Qrest2,1.1372652041020515
Qpulse1,1.7915244448246468
MWpulse2,-9.276433787785976e-18
maxRest3,4.793635429669092
Qpulse4,1.7744971697670044
Qpulse2,1.7740272437647198
QGesamt2,1.2755611461430414
Qrest3,1.1351668593622746
MWpulse1,0.0007855036692182158
maxPulse1,8.142364726859016
MWpulse3,0.0007854719289090545
MWpulse4,6.3946032592974925e-18
maxRest4,4.884850855806115
maxRest1,4.963418610016053
maxRest2,4.884868243094231
QGesamt3,1.278538404674245
