,Column file,columns=4,rows=14399,generated by singlesinge_Signal
 ,0,0,3,6
 ,0,0,103,6
 ,Startindex,Vorzeichen,dataPointsSignal,t
51,,,0.008249999999996437,3.541666666666666e-08
52,,,0.010675925925925249,3.6111111111111106e-08
53,,,0.007981481481483688,3.6805555555555555e-08
54,,,0.005203703703704193,3.75e-08
55,,,0.009462962962958928,3.819444444444444e-08
56,,,0.008194444444443885,3.8888888888888884e-08
57,,,0.007925925925926468,3.958333333333333e-08
58,,,0.00792129629629957,4.0277777777777777e-08
59,,,0.004898148148147608,4.097222222222222e-08
60,,,0.006032407407409956,4.166666666666666e-08
61,,,0.006611111111110522,4.2361111111111106e-08
62,,,0.004861111111112639,4.3055555555555555e-08
63,,,0.004277777777774714,4.375e-08
64,,,0.007412037037036002,4.444444444444444e-08
65,,,0.006296296296300709,4.5138888888888884e-08
66,,,0.004245370370371432,4.583333333333333e-08
67,,,0.006490740740737909,4.6527777777777776e-08
68,,,0.005870370370370722,4.722222222222222e-08
69,,,0.0051851851851832985,4.791666666666666e-08
70,,,0.004032407407410535,4.8611111111111105e-08
71,,,0.005527777777775213,4.9305555555555555e-08
72,,,0.008638888888886106,5e-08
73,,,0.005777777777776288,5.069444444444444e-08
74,,,0.006606481481482111,5.1388888888888884e-08
75,,,0.0021574074074078536,5.2083333333333327e-08
76,,,0.0051157407407379915,5.2777777777777776e-08
77,,,0.004555555555558855,5.347222222222222e-08
78,,,0.0030601851851827172,5.416666666666666e-08
79,,,0.002462962962963289,5.4861111111111105e-08
80,,,0.004847222222222165,5.5555555555555555e-08
81,,,0.00440740740741058,5.625e-08
82,,,0.0037731481481499607,5.694444444444444e-08
83,,,0.005055555555552726,5.7638888888888883e-08
84,,,0.0053379629629617155,5.8333333333333326e-08
85,,,0.005314814814811923,5.9027777777777776e-08
86,,,0.007935185185184396,5.972222222222221e-08
87,,,0.005250000000001513,6.041666666666666e-08
88,,,0.004412037037036553,6.111111111111111e-08
89,,,0.006592592592592691,6.180555555555555e-08
90,,,0.003995370370372219,6.25e-08
91,,,0.005972222222219452,6.319444444444443e-08
92,,,0.008124999999999348,6.388888888888888e-08
93,,,0.006703703703703704,6.458333333333333e-08
94,,,0.006754629629629417,6.527777777777777e-08
95,,,0.007768518518516849,6.597222222222222e-08
96,,,0.006865740740739201,6.666666666666665e-08
97,,,0.00951851851851818,6.73611111111111e-08
98,,,0.008199074074076771,6.805555555555555e-08
99,,,0.0055000000000019166,6.874999999999999e-08
100,,,0.004217592592592944,6.944444444444444e-08
101,,,0.006240740740740564,7.013888888888889e-08
102,,,0.005388888888890949,7.083333333333333e-08
103,,,0.006611111111110732,7.152777777777778e-08
104,,,0.007791666666667898,7.222222222222221e-08
105,,,0.007481481481482707,7.291666666666666e-08
106,,,0.0049907407407445955,7.361111111111111e-08
107,,,0.005981481481481133,7.430555555555555e-08
108,,,0.006361111111109406,7.5e-08
109,,,0.006925925925925028,7.569444444444443e-08
110,,,0.007546296296297225,7.638888888888888e-08
111,,,0.006138888888887259,7.708333333333333e-08
112,,,0.0064166666666665845,7.777777777777777e-08
113,,,0.007851851851850274,7.847222222222222e-08
114,,,0.007634259259258318,7.916666666666665e-08
115,,,0.006333333333334256,7.98611111111111e-08
116,,,0.005398148148145052,8.055555555555555e-08
117,,,0.007425925925925723,8.124999999999999e-08
118,,,0.007458333333333366,8.194444444444444e-08
119,,,0.007898148148149634,8.263888888888889e-08
120,,,0.005231481481480842,8.333333333333333e-08
121,,,0.004888888888886497,8.402777777777777e-08
122,,,0.007768518518516139,8.472222222222221e-08
123,,,0.006601851851856717,8.541666666666666e-08
124,,,0.005157407407405348,8.611111111111111e-08
125,,,0.006037037037033413,8.680555555555555e-08
126,,,0.008523148148151706,8.75e-08
127,,,0.006203703703705494,8.819444444444443e-08
128,,,0.0048148148148142705,8.888888888888888e-08
129,,,0.006296296296293562,8.958333333333333e-08
130,,,0.00916203703703496,9.027777777777777e-08
131,,,0.007537037037035653,9.097222222222222e-08
132,,,0.00652777777777913,9.166666666666665e-08
133,,,0.005833333333332745,9.23611111111111e-08
134,,,0.007069444444447863,9.305555555555555e-08
135,,,0.006027777777776074,9.374999999999999e-08
136,,,0.006888888888886889,9.444444444444444e-08
137,,,0.006222222222220791,9.513888888888888e-08
138,,,0.007324074074071641,9.583333333333332e-08
139,,,0.009814814814816547,9.652777777777777e-08
140,,,0.004421296296297112,9.722222222222221e-08
141,,,0.005296296296294291,9.791666666666666e-08
142,,,0.006222222222221321,9.861111111111111e-08
143,,,0.00448148148148203,9.930555555555555e-08
144,,,0.003953703703702631,1e-07
145,,,0.007148148148146325,1.0069444444444443e-07
146,,,0.0071435185185191674,1.0138888888888888e-07
147,,,0.008296296296291993,1.0208333333333333e-07
148,,,0.007416666666670675,1.0277777777777777e-07
149,,,0.005907407407408244,1.0347222222222222e-07
150,,,0.009805555555552535,1.0416666666666665e-07
151,,,0.008953703703704043,1.048611111111111e-07
152,,,0.008208333333332473,1.0555555555555555e-07
153,,,0.006962962962963001,1.0624999999999999e-07
154,,,0.006268518518519859,1.0694444444444444e-07
155,,,0.0075740740740722545,1.0763888888888887e-07
156,,,0.006717592592592152,1.0833333333333332e-07
157,,,0.004722222222224036,1.0902777777777777e-07
158,,,0.005587962962962157,1.0972222222222221e-07
159,,,0.006407407407408594,1.1041666666666666e-07
160,,,0.002907407407407123,1.1111111111111111e-07
161,,,0.004037037037035949,1.1180555555555555e-07
162,,,0.003134259259255892,1.125e-07
163,,,0.006611111111111813,1.1319444444444443e-07
164,,,0.00593055555555566,1.1388888888888888e-07
165,,,0.006518518518519812,1.1458333333333333e-07
166,,,0.00404629629629798,1.1527777777777777e-07
167,,,0.004268518518514176,1.1597222222222222e-07
168,,,0.007388888888884851,1.1666666666666665e-07
169,,,0.005555555555560123,1.173611111111111e-07
170,,,0.003064814814815115,1.1805555555555555e-07
171,,,0.002888888888889891,1.1874999999999999e-07
172,,,0.0008888888888854773,1.1944444444444442e-07
173,,,0.0024629629629581745,1.2013888888888887e-07
174,,,0.0018333333333329113,1.2083333333333332e-07
175,,,0.0010277777777787666,1.2152777777777777e-07
176,,,0.005092592592587173,1.2222222222222222e-07
177,,,0.003629629629633276,1.2291666666666665e-07
178,,,0.003287037037038301,1.236111111111111e-07
179,,,0.0011111111111115574,1.2430555555555554e-07
180,,,0.0008425925925965558,1.25e-07
181,,,5.555555555290842e-05,1.2569444444444444e-07
182,,,0.0027638888888895006,1.2638888888888887e-07
183,,,-0.00094444444443943,1.2708333333333332e-07
184,,,0.0007824074074057598,1.2777777777777777e-07
185,,,0.0008148148148177363,1.2847222222222222e-07
186,,,-0.0007129629629614349,1.2916666666666667e-07
187,,,-0.001953703703702351,1.298611111111111e-07
188,,,-0.004379629629629194,1.3055555555555554e-07
189,,,-0.003851851851851514,1.3125e-07
190,,,-0.0003055555555565747,1.3194444444444444e-07
191,,,-0.0036481481481463007,1.3263888888888889e-07
192,,,-0.006226851851848881,1.333333333333333e-07
193,,,-0.006000000000001638,1.3402777777777776e-07
194,,,-0.004814814814811757,1.347222222222222e-07
195,,,-0.0039444444444435576,1.3541666666666666e-07
196,,,-0.0051944444444454495,1.361111111111111e-07
197,,,-0.005537037037037475,1.3680555555555556e-07
198,,,-0.0049212962962959005,1.3749999999999998e-07
199,,,-0.005370370370368485,1.3819444444444443e-07
200,,,-0.008629629629628079,1.3888888888888888e-07
201,,,-0.011259259259262858,1.3958333333333333e-07
202,,,-0.006958333333332863,1.4027777777777778e-07
203,,,-0.00784259259259256,1.409722222222222e-07
204,,,-0.00868981481481302,1.4166666666666665e-07
205,,,-0.009740740740743903,1.423611111111111e-07
206,,,-0.008199074074078208,1.4305555555555555e-07
207,,,-0.0071018518518508695,1.4375e-07
208,,,-0.009912037037034256,1.4444444444444442e-07
209,,,-0.012222222222223753,1.4513888888888887e-07
210,,,-0.00950925925925849,1.4583333333333332e-07
211,,,-0.011092592592592541,1.4652777777777777e-07
212,,,-0.011425925925925763,1.4722222222222222e-07
213,,,-0.010277777777780793,1.4791666666666664e-07
214,,,-0.011935185185184645,1.486111111111111e-07
215,,,-0.014444444444440575,1.4930555555555554e-07
216,,,-0.012657407407407388,1.5e-07
217,,,-0.011703703703703959,1.5069444444444444e-07
218,,,-0.013717592592593843,1.5138888888888887e-07
219,,,-0.01134259259259312,1.5208333333333332e-07
220,,,-0.015402777777775219,1.5277777777777776e-07
221,,,-0.014000000000005976,1.5347222222222221e-07
222,,,-0.012222222222218615,1.5416666666666666e-07
223,,,-0.014499999999998296,1.548611111111111e-07
224,,,-0.013925925925926088,1.5555555555555554e-07
225,,,-0.015777777777777002,1.5624999999999999e-07
226,,,-0.015828703703703827,1.5694444444444444e-07
227,,,-0.014222222222222494,1.5763888888888889e-07
228,,,-0.014740740740739345,1.583333333333333e-07
229,,,-0.014907407407405513,1.5902777777777776e-07
230,,,-0.01931018518518487,1.597222222222222e-07
231,,,-0.01458333333333664,1.6041666666666666e-07
232,,,-0.014935185185185483,1.611111111111111e-07
233,,,-0.018518518518518184,1.6180555555555553e-07
234,,,-0.014453703703706538,1.6249999999999998e-07
235,,,-0.013092592592593216,1.6319444444444443e-07
236,,,-0.015032407407407486,1.6388888888888888e-07
237,,,-0.01748148148148408,1.6458333333333333e-07
238,,,-0.013254629629630144,1.6527777777777778e-07
239,,,-0.01419444444444374,1.659722222222222e-07
240,,,-0.014939814814815766,1.6666666666666665e-07
241,,,-0.01629629629629721,1.673611111111111e-07
242,,,-0.016342592592592495,1.6805555555555555e-07
243,,,-0.01650925925925765,1.6875e-07
244,,,-0.016148148148149175,1.6944444444444442e-07
245,,,-0.016685185185184588,1.7013888888888887e-07
246,,,-0.01458333333333329,1.7083333333333332e-07
247,,,-0.016527777777777124,1.7152777777777777e-07
248,,,-0.016388888888888814,1.7222222222222222e-07
249,,,-0.014666666666670195,1.7291666666666664e-07
250,,,-0.01553240740740713,1.736111111111111e-07
251,,,-0.017037037037036764,1.7430555555555554e-07
252,,,-0.015648148148149712,1.75e-07
253,,,-0.014759259259261158,1.7569444444444444e-07
254,,,-0.014365740740739368,1.7638888888888886e-07
255,,,-0.013055555555555893,1.7708333333333331e-07
256,,,-0.017175925925923333,1.7777777777777776e-07
257,,,-0.016296296296298456,1.7847222222222221e-07
258,,,-0.014444444444444256,1.7916666666666666e-07
259,,,-0.013611111111110602,1.7986111111111109e-07
260,,,-0.013689814814812904,1.8055555555555554e-07
261,,,-0.01405555555555883,1.8124999999999999e-07
262,,,-0.01079629629629693,1.8194444444444443e-07
263,,,-0.010120370370370625,1.8263888888888888e-07
264,,,-0.01008796296296216,1.833333333333333e-07
265,,,-0.010296296296295512,1.8402777777777776e-07
266,,,-0.011541666666665779,1.847222222222222e-07
267,,,-0.012462962962962511,1.8541666666666666e-07
268,,,-0.01325000000000024,1.861111111111111e-07
269,,,-0.013648148148148815,1.8680555555555553e-07
270,,,-0.01107870370370912,1.8749999999999998e-07
271,,,-0.008805555555555837,1.8819444444444443e-07
272,,,-0.009736111111110621,1.8888888888888888e-07
273,,,-0.009481481481482434,1.8958333333333333e-07
274,,,-0.006490740740739887,1.9027777777777775e-07
275,,,-0.007268518518515831,1.909722222222222e-07
276,,,-0.008273148148148526,1.9166666666666665e-07
277,,,-0.009703703703702911,1.923611111111111e-07
278,,,-0.007726851851852478,1.9305555555555555e-07
279,,,-0.010074074074068762,1.9375e-07
280,,,-0.00981481481481613,1.9444444444444442e-07
281,,,-0.005333333333336156,1.9513888888888887e-07
282,,,-0.005555555555554086,1.9583333333333332e-07
283,,,-0.005129629629628969,1.9652777777777777e-07
284,,,-0.005925925925924724,1.9722222222222222e-07
285,,,-0.006037037037036572,1.9791666666666664e-07
286,,,-0.0057777777777769735,1.986111111111111e-07
287,,,-0.005175925925926101,1.9930555555555554e-07
288,,,-0.004018518518519216,2e-07
289,,,-0.0029259259259241366,2.0069444444444444e-07
290,,,-0.0048564814814797234,2.0138888888888886e-07
291,,,-0.0035277777777816704,2.020833333333333e-07
292,,,-0.003532407407405858,2.0277777777777776e-07
293,,,-0.004111111111116876,2.034722222222222e-07
294,,,-0.001324074074076374,2.0416666666666666e-07
295,,,-0.0017592592592568185,2.0486111111111108e-07
296,,,-0.00025462962963108553,2.0555555555555553e-07
297,,,0.00333333333333199,2.0624999999999998e-07
298,,,0.0024722222222233197,2.0694444444444443e-07
299,,,0.0019259259259268868,2.0763888888888888e-07
300,,,0.0029768518518487963,2.083333333333333e-07
301,,,0.004092592592591566,2.0902777777777776e-07
302,,,0.006444444444447183,2.097222222222222e-07
303,,,0.005759259259260533,2.1041666666666665e-07
304,,,0.002393518518521192,2.111111111111111e-07
305,,,0.003962962962962174,2.1180555555555553e-07
306,,,0.0052592592592581,2.1249999999999998e-07
307,,,0.0069722222222222425,2.1319444444444443e-07
308,,,0.006453703703705544,2.1388888888888888e-07
309,,,0.004240740740741642,2.1458333333333333e-07
310,,,0.004217592592590892,2.1527777777777775e-07
311,,,0.007342592592592395,2.159722222222222e-07
312,,,0.0087546296296265,2.1666666666666665e-07
313,,,0.009703703703703421,2.173611111111111e-07
314,,,0.0123703703703728,2.1805555555555555e-07
315,,,0.007537037037041057,2.1874999999999997e-07
316,,,0.008768518518514684,2.1944444444444442e-07
317,,,0.011203703703705336,2.2013888888888887e-07
318,,,0.007819444444445616,2.2083333333333332e-07
319,,,0.00879629629629444,2.2152777777777777e-07
320,,,0.011527777777778293,2.2222222222222222e-07
321,,,0.011666666666664374,2.2291666666666664e-07
322,,,0.014888888888889083,2.236111111111111e-07
323,,,0.014824074074073792,2.2430555555555554e-07
324,,,0.015273148148149871,2.25e-07
325,,,0.013833333333331976,2.2569444444444444e-07
326,,,0.011990740740740588,2.2638888888888886e-07
327,,,0.012787037037039293,2.270833333333333e-07
328,,,0.012388888888890335,2.2777777777777776e-07
329,,,0.011037037037034646,2.284722222222222e-07
330,,,0.015574074074078102,2.2916666666666666e-07
331,,,0.013472222222224156,2.2986111111111108e-07
332,,,0.018245370370369097,2.3055555555555553e-07
333,,,0.01657407407407491,2.3124999999999998e-07
334,,,0.01793981481481488,2.3194444444444443e-07
335,,,0.02032407407406904,2.3263888888888888e-07
336,,,0.01999537037037211,2.333333333333333e-07
337,,,0.01907407407407747,2.3402777777777775e-07
338,,,0.01987037037036858,2.347222222222222e-07
339,,,0.018824074074073525,2.3541666666666665e-07
340,,,0.018342592592588854,2.361111111111111e-07
341,,,0.020685185185182378,2.3680555555555553e-07
342,,,0.019347222222223903,2.3749999999999998e-07
343,,,0.019601851851850496,2.3819444444444443e-07
344,,,0.023097222222222283,2.3888888888888885e-07
345,,,0.02303703703703729,2.395833333333333e-07
346,,,0.023495370370372474,2.4027777777777775e-07
347,,,0.023814814814814626,2.409722222222222e-07
348,,,0.025175925925925633,2.4166666666666665e-07
349,,,0.024888888888888475,2.423611111111111e-07
350,,,0.025555555555555227,2.4305555555555555e-07
351,,,0.02561111111111116,2.4375e-07
352,,,0.024884259259261715,2.4444444444444445e-07
353,,,0.02466666666666337,2.451388888888889e-07
354,,,0.024745370370371646,2.458333333333333e-07
355,,,0.024518518518519102,2.4652777777777774e-07
356,,,0.02400000000000139,2.472222222222222e-07
357,,,0.02646296296295983,2.4791666666666664e-07
358,,,0.028296296296296486,2.486111111111111e-07
359,,,0.027916666666665528,2.4930555555555554e-07
360,,,0.026194444444448205,2.5e-07
361,,,0.027333333333331336,2.5069444444444444e-07
362,,,0.02789814814814669,2.513888888888889e-07
363,,,0.02895370370370394,2.5208333333333334e-07
364,,,0.029777777777777466,2.5277777777777773e-07
365,,,0.02816666666666665,2.534722222222222e-07
366,,,0.02836574074074107,2.5416666666666663e-07
367,,,0.028694444444445952,2.548611111111111e-07
368,,,0.028300925925922996,2.5555555555555553e-07
369,,,0.029555555555558055,2.5625e-07
370,,,0.027018518518518234,2.5694444444444443e-07
371,,,0.026916666666664146,2.576388888888889e-07
372,,,0.029467592592594318,2.5833333333333333e-07
373,,,0.031333333333332804,2.590277777777778e-07
374,,,0.030402777777779024,2.597222222222222e-07
375,,,0.030861111111109747,2.604166666666666e-07
376,,,0.032351851851851465,2.611111111111111e-07
377,,,0.03251851851852103,2.618055555555555e-07
378,,,0.029879629629629905,2.625e-07
379,,,0.03052777777777725,2.631944444444444e-07
380,,,0.03113888888888801,2.638888888888889e-07
381,,,0.02850000000000071,2.645833333333333e-07
382,,,0.03114351851851639,2.6527777777777777e-07
383,,,0.031055555555556377,2.659722222222222e-07
384,,,0.029777777777776366,2.666666666666666e-07
385,,,0.028888888888891948,2.6736111111111107e-07
386,,,0.028268518518518273,2.680555555555555e-07
387,,,0.030555555555554868,2.6874999999999997e-07
388,,,0.03177777777777941,2.694444444444444e-07
389,,,0.02961111111111303,2.7013888888888887e-07
390,,,0.02781944444444577,2.708333333333333e-07
391,,,0.028601851851850504,2.7152777777777777e-07
392,,,0.029138888888885908,2.722222222222222e-07
393,,,0.03059259259259099,2.7291666666666667e-07
394,,,0.02866203703704335,2.736111111111111e-07
395,,,0.030398148148147865,2.743055555555555e-07
396,,,0.029023148148149436,2.7499999999999996e-07
397,,,0.02925925925925786,2.756944444444444e-07
398,,,0.028879629629630383,2.7638888888888886e-07
399,,,0.028675925925925813,2.770833333333333e-07
400,,,0.029138888888889016,2.7777777777777776e-07
401,,,0.030185185185185575,2.784722222222222e-07
402,,,0.03071759259259396,2.7916666666666666e-07
403,,,0.028787037037040372,2.798611111111111e-07
404,,,0.029694444444443094,2.8055555555555556e-07
405,,,0.031111111111109462,2.8124999999999995e-07
406,,,0.028333333333338633,2.819444444444444e-07
407,,,0.025601851851852955,2.8263888888888885e-07
408,,,0.02690277777777904,2.833333333333333e-07
409,,,0.026666666666667112,2.8402777777777775e-07
410,,,0.025671296296297313,2.847222222222222e-07
411,,,0.02391666666666625,2.8541666666666665e-07
412,,,0.025662037037037472,2.861111111111111e-07
413,,,0.025074074074071626,2.8680555555555555e-07
414,,,0.023828703703704896,2.875e-07
415,,,0.022944444444443542,2.881944444444444e-07
416,,,0.02536111111111147,2.8888888888888885e-07
417,,,0.02392592592592876,2.895833333333333e-07
418,,,0.022388888888888445,2.9027777777777775e-07
419,,,0.02347222222222434,2.909722222222222e-07
420,,,0.023847222222219685,2.9166666666666664e-07
421,,,0.02229629629629741,2.923611111111111e-07
422,,,0.022388888888888073,2.9305555555555554e-07
423,,,0.022231481481481925,2.9375e-07
424,,,0.02272685185185001,2.9444444444444444e-07
425,,,0.02051851851851913,2.9513888888888884e-07
426,,,0.02174999999999956,2.958333333333333e-07
427,,,0.02251851851851783,2.9652777777777774e-07
428,,,0.021629629629628264,2.972222222222222e-07
429,,,0.020055555555554463,2.9791666666666664e-07
430,,,0.020736111111114956,2.986111111111111e-07
431,,,0.017416666666665363,2.9930555555555554e-07
432,,,0.017115740740739925,3e-07
433,,,0.01711111111111404,3.0069444444444444e-07
434,,,0.016393518518517933,3.013888888888889e-07
435,,,0.014601851851853368,3.0208333333333334e-07
436,,,0.014782407407403981,3.0277777777777773e-07
437,,,0.01724074074074111,3.034722222222222e-07
438,,,0.01542129629629796,3.0416666666666663e-07
439,,,0.013675925925925016,3.048611111111111e-07
440,,,0.015638888888886062,3.0555555555555553e-07
441,,,0.014296296296296827,3.0625e-07
442,,,0.011499999999999521,3.0694444444444443e-07
443,,,0.014796296296295622,3.076388888888889e-07
444,,,0.015342592592592345,3.0833333333333333e-07
445,,,0.013648148148144933,3.090277777777778e-07
446,,,0.013254629629627774,3.097222222222222e-07
447,,,0.01144444444444576,3.104166666666666e-07
448,,,0.011638888888884319,3.1111111111111107e-07
449,,,0.010962962962964874,3.118055555555555e-07
450,,,0.009925925925925665,3.1249999999999997e-07
451,,,0.009509259259259308,3.131944444444444e-07
452,,,0.01083796296296668,3.1388888888888887e-07
453,,,0.007870370370370645,3.145833333333333e-07
454,,,0.011337962962961247,3.1527777777777777e-07
455,,,0.011361111111111204,3.159722222222222e-07
456,,,0.009393518518519224,3.166666666666666e-07
457,,,0.007259259259260181,3.1736111111111107e-07
458,,,0.008254629629629879,3.180555555555555e-07
459,,,0.007092592592593293,3.1874999999999997e-07
460,,,0.007175925925927797,3.194444444444444e-07
461,,,0.006592592592594321,3.2013888888888886e-07
462,,,0.0049537037037053954,3.208333333333333e-07
463,,,0.0060462962962959076,3.2152777777777776e-07
464,,,0.005699074074078118,3.222222222222222e-07
465,,,0.006074074074071094,3.2291666666666666e-07
466,,,0.006615740740741924,3.2361111111111106e-07
467,,,0.005555555555553031,3.243055555555555e-07
468,,,0.009287037037030184,3.2499999999999996e-07
469,,,0.005925925925926533,3.256944444444444e-07
470,,,0.004962962962964621,3.2638888888888886e-07
471,,,0.0062037037037016105,3.270833333333333e-07
472,,,0.009486111111113084,3.2777777777777776e-07
473,,,0.006000000000001627,3.284722222222222e-07
474,,,0.007138888888889012,3.2916666666666666e-07
475,,,0.005518518518515186,3.298611111111111e-07
476,,,0.007162037037035551,3.3055555555555556e-07
477,,,0.004148148148153033,3.3124999999999995e-07
478,,,0.004907407407407322,3.319444444444444e-07
479,,,0.005083333333333257,3.3263888888888885e-07
480,,,0.004995370370367544,3.333333333333333e-07
481,,,0.0071851851851844496,3.3402777777777775e-07
482,,,0.007379629629628994,3.347222222222222e-07
483,,,0.006564814814814365,3.3541666666666665e-07
484,,,0.0070277777777801,3.361111111111111e-07
485,,,0.004166666666668767,3.3680555555555555e-07
486,,,0.005444444444441478,3.375e-07
487,,,0.008203703703702383,3.381944444444444e-07
488,,,0.00513425925926331,3.3888888888888884e-07
489,,,0.0029629629629575518,3.395833333333333e-07
490,,,0.007050925925930185,3.4027777777777774e-07
491,,,0.0029722222222269127,3.409722222222222e-07
492,,,0.004879629629627686,3.4166666666666664e-07
493,,,0.007166666666662392,3.423611111111111e-07
494,,,0.00777314814814788,3.4305555555555554e-07
495,,,0.0076759259259261215,3.4375e-07
496,,,0.00616666666666948,3.4444444444444444e-07
497,,,0.006259259259260966,3.4513888888888884e-07
498,,,0.0067870370370361425,3.458333333333333e-07
499,,,0.006064814814813756,3.4652777777777774e-07
500,,,0.007407407407406407,3.472222222222222e-07
501,,,0.0057407407407381724,3.4791666666666664e-07
502,,,0.007583333333330496,3.486111111111111e-07
503,,,0.006092592592598933,3.4930555555555553e-07
504,,,0.004703703703701432,3.5e-07
505,,,0.007777777777774759,3.5069444444444443e-07
506,,,0.007671296296296561,3.513888888888889e-07
507,,,0.006138888888891255,3.520833333333333e-07
508,,,0.0063518518518520485,3.5277777777777773e-07
509,,,0.006648148148149648,3.534722222222222e-07
510,,,0.0061851851851864054,3.5416666666666663e-07
511,,,0.007425925925926395,3.548611111111111e-07
512,,,0.007986111111107516,3.5555555555555553e-07
513,,,0.009037037037037607,3.5625e-07
514,,,0.005467592592594023,3.5694444444444443e-07
515,,,0.0048703703703694146,3.576388888888889e-07
516,,,0.00770833333333439,3.583333333333333e-07
517,,,0.006888888888890075,3.590277777777778e-07
518,,,0.008675925925925474,3.5972222222222217e-07
519,,,0.007444444444444605,3.604166666666666e-07
520,,,0.0070925925925916155,3.6111111111111107e-07
521,,,0.00962962962962864,3.618055555555555e-07
522,,,0.008324074074075736,3.6249999999999997e-07
523,,,0.0089907407407384,3.631944444444444e-07
524,,,0.006717592592592911,3.6388888888888887e-07
525,,,0.00562962962963251,3.645833333333333e-07
526,,,0.006902777777775543,3.6527777777777777e-07
527,,,0.007648148148147639,3.659722222222222e-07
528,,,0.008129629629626973,3.666666666666666e-07
529,,,0.010074074074076917,3.6736111111111106e-07
530,,,0.008300925925929372,3.680555555555555e-07
531,,,0.0087314814814834,3.6874999999999996e-07
532,,,0.005949074074075184,3.694444444444444e-07
533,,,0.005092592592592357,3.7013888888888886e-07
534,,,0.007393518518515284,3.708333333333333e-07
535,,,0.008796296296293454,3.7152777777777776e-07
536,,,0.009513888888888959,3.722222222222222e-07
537,,,0.008666666666667884,3.7291666666666666e-07
538,,,0.0064120370370346,3.7361111111111106e-07
539,,,0.007231481481482215,3.743055555555555e-07
540,,,0.007833333333332042,3.7499999999999996e-07
541,,,0.006018518518522972,3.756944444444444e-07
542,,,0.00691203703703603,3.7638888888888886e-07
543,,,0.0073888888888900646,3.770833333333333e-07
544,,,0.005347222222222631,3.7777777777777775e-07
545,,,0.0038888888888880652,3.784722222222222e-07
546,,,0.0044907407407418255,3.7916666666666665e-07
547,,,0.007435185185186395,3.798611111111111e-07
548,,,0.006537037037036815,3.805555555555555e-07
549,,,0.005333333333334294,3.8124999999999995e-07
550,,,0.0050694444444438855,3.819444444444444e-07
551,,,0.004370370370371841,3.8263888888888885e-07
552,,,0.005912037037038113,3.833333333333333e-07
553,,,0.004666666666665843,3.8402777777777775e-07
554,,,0.005398148148144986,3.847222222222222e-07
555,,,0.00903703703703912,3.8541666666666665e-07
556,,,0.004990740740744885,3.861111111111111e-07
557,,,0.006833333333330704,3.8680555555555555e-07
558,,,0.008972222222219932,3.875e-07
559,,,0.0073981481481486455,3.881944444444444e-07
560,,,0.0049166666666649,3.8888888888888884e-07
561,,,0.0052962962962957855,3.895833333333333e-07
562,,,0.0037083333333310146,3.9027777777777774e-07
